time_seconds,motion_activity_200ms,changed_pixels_percent,nonwhite_occupancy_percent
40.000000,0.061773528,22.8775,96.6667
40.200000,0.638131501,96.3302,14.5980
40.400000,0.011476879,4.0777,15.1007
40.600000,0.017859247,5.1897,15.2455
40.800000,0.015519577,5.4460,14.4425
41.000000,0.015008438,4.2938,14.6684
41.200000,0.014491623,4.1764,14.8376
41.400000,0.011525438,3.9085,15.0156
41.600000,0.005853202,2.9255,15.0939
41.800000,0.004690540,2.6272,15.0831
42.000000,0.006349919,1.4241,16.4710
42.200000,0.017926601,2.2369,16.6481
42.400000,0.020010433,2.0237,16.7117
42.600000,0.004947989,1.7214,18.3754
42.800000,0.022577710,2.9059,18.6532
43.000000,0.004347402,1.5786,18.6884
43.200000,0.031665593,6.0984,18.5964
43.400000,0.071113489,12.2946,17.9460
43.600000,0.110774648,18.3793,16.2314
43.800000,0.149031038,18.9710,9.6909
44.000000,0.099029350,13.2658,7.5078
44.200000,0.071022584,10.5428,9.4581
44.400000,0.077618368,12.0354,10.8216
44.600000,0.081824389,12.9382,12.0100
44.800000,0.090539216,13.8791,12.0569
45.000000,0.085967735,13.4380,12.0550
45.200000,0.085709135,13.3940,12.0647
45.400000,0.105660192,15.2269,12.0638
45.600000,0.125992283,19.2156,14.5775
45.800000,0.109130688,17.1068,7.4824
46.000000,0.056504035,8.5505,6.8036
46.200000,0.047375725,6.9728,6.9229
46.400000,0.178129507,11.5884,6.8476
46.600000,0.156339179,10.4059,6.8515
46.800000,0.137705591,9.3789,6.9219
47.000000,0.092792277,7.1078,7.0970
47.200000,0.033778499,4.1882,7.7964
47.400000,0.044993096,8.3118,16.0671
47.600000,0.063308402,8.8302,17.1244
47.800000,0.019021372,7.9441,17.3660
48.000000,0.054269079,8.9534,26.2803
48.200000,0.050611863,8.7285,27.0413
48.400000,0.008729479,2.9724,27.2291
48.600000,0.000176823,0.0000,27.2271
48.800000,0.000737442,0.0000,27.2261
49.000000,0.004186919,2.4892,29.7506
49.200000,0.013699715,4.0640,30.8549
49.400000,0.152919160,25.6690,33.0976
49.600000,0.179885544,27.7709,34.2899
49.800000,0.036953650,14.2410,34.5139
50.000000,0.015108856,8.5563,34.4308
50.200000,0.088325892,19.8073,33.8194
50.400000,0.416957869,35.2015,12.0080
50.600000,0.069748305,24.0102,11.2627
50.800000,0.069437617,14.4043,15.5047
51.000000,0.069719230,12.8365,17.0442
51.200000,0.059553070,10.0245,17.3552
51.400000,0.038050492,6.3693,17.4061
51.600000,0.022020927,11.1170,28.2287
51.800000,0.052551781,17.4178,29.9139
52.000000,0.051499509,17.3151,30.8030
52.200000,0.043314309,16.7938,31.2520
52.400000,0.037207110,15.4822,31.6676
52.600000,0.063322747,19.9521,36.2500
52.800000,0.115843076,21.3253,38.4390
53.000000,0.066537252,15.8715,40.0176
53.200000,0.044005646,8.9896,41.0583
53.400000,0.111511169,21.6412,43.6346
53.600000,0.198957317,29.3877,44.1579
53.800000,0.074012780,17.3826,44.1628
54.000000,0.004705576,1.7244,44.0933
54.200000,0.113350594,83.6189,100.0000
54.400000,0.369147642,94.9619,100.0000
54.600000,0.227349489,29.8298,100.0000
54.800000,0.164239851,26.3801,100.0000
55.000000,0.114592807,24.5041,100.0000
55.200000,0.103395854,22.3650,98.9456
55.400000,0.029566725,11.7909,98.9740
55.600000,0.000018718,0.0000,98.9740
55.800000,0.000014652,0.0000,98.9740
56.000000,0.197159624,56.8965,100.0000
56.200000,0.567076237,98.4683,18.8273
56.400000,0.037167986,16.6579,19.1432
56.600000,0.005965203,3.1074,19.2439
56.800000,0.010399521,4.2645,19.4219
57.000000,0.012695541,4.6215,19.6176
57.200000,0.029234404,10.2533,25.3541
57.400000,0.090847602,13.7881,25.9849
57.600000,0.094055356,11.8222,26.0955
57.800000,0.016804213,3.9094,26.1649
58.000000,0.040968962,8.0790,26.1718
58.200000,0.165044800,27.4765,24.7946
58.400000,0.147843214,29.7252,13.9036
58.600000,0.061173402,13.9632,3.9261
58.800000,0.014698288,7.0579,7.8130
59.000000,0.081925343,6.4378,10.3805
59.200000,0.036504649,6.5151,11.7928
59.400000,0.019994477,10.6270,18.3392
59.600000,0.103781874,10.0352,22.2565
59.800000,0.050911887,10.4401,24.5716
60.000000,0.027554927,8.5700,25.3795
60.200000,0.004040244,1.7948,27.1234
60.400000,0.015939351,1.8329,27.2711
60.600000,0.010681442,1.7302,27.2790
60.800000,0.140730384,24.3026,29.3662
61.000000,0.088749425,21.3586,30.0900
61.200000,0.023087698,11.2921,30.2709
61.400000,0.003081101,0.8852,30.2445
61.600000,0.291037083,31.7713,27.5313
61.800000,0.127677207,31.6344,7.0188
62.000000,0.079094633,13.5016,13.2746
62.200000,0.109067016,17.0951,16.1453
62.400000,0.107673602,18.1133,17.3386
62.600000,0.100394919,17.6917,18.0732
62.800000,0.094936021,17.0990,18.4292
63.000000,0.091367716,16.5816,18.5133
63.200000,0.071694360,14.2136,18.4351
63.400000,0.005880589,4.2615,18.6444
63.600000,0.046853309,9.8817,21.2363
63.800000,0.062227132,9.7486,21.5816
64.000000,0.055692642,10.2788,24.0777
64.200000,0.053431142,9.4073,24.4493
64.400000,0.067504833,15.1858,24.9061
64.600000,0.188829897,30.0685,27.2887
64.800000,0.183511001,31.3977,21.4143
65.000000,0.079976449,22.4335,10.5908
65.200000,0.060464651,11.3390,11.6510
65.400000,0.034928810,12.7338,13.7745
65.600000,0.032342508,3.8390,15.2895
65.800000,0.047798567,4.3682,15.4509
66.000000,0.011143868,1.5874,15.4587
66.200000,0.077576406,14.0601,15.7414
66.400000,0.192838765,20.4529,12.5108
66.600000,0.076799840,12.5558,12.3093
66.800000,0.086486775,16.3762,18.0781
